tau1,tau2,tau3,tau4,tau5,tau6,tau7
19.201009,0.079444,-4.649484,-1.003569,0.387006,-0.013372,-0.418548
19.162617,0.087621,-4.677146,-0.990414,0.386956,-0.013381,-0.418532
19.123747,0.095758,-4.704824,-0.977218,0.386902,-0.013384,-0.418513
19.084397,0.103858,-4.732516,-0.963980,0.386845,-0.013380,-0.418491
19.044571,0.111919,-4.760221,-0.950702,0.386783,-0.013371,-0.418466
19.004268,0.119942,-4.787939,-0.937384,0.386718,-0.013354,-0.418439
18.963491,0.127929,-4.815667,-0.924025,0.386650,-0.013332,-0.418410
18.922241,0.135879,-4.843405,-0.910628,0.386578,-0.013303,-0.418378
18.880518,0.143793,-4.871151,-0.897191,0.386502,-0.013268,-0.418343
18.838326,0.151671,-4.898905,-0.883716,0.386423,-0.013226,-0.418307
18.795664,0.159515,-4.926664,-0.870204,0.386340,-0.013178,-0.418268
18.752534,0.167325,-4.954427,-0.856654,0.386254,-0.013123,-0.418226
18.708939,0.175100,-4.982194,-0.843067,0.386164,-0.013062,-0.418182
18.664879,0.182843,-5.009963,-0.829444,0.386071,-0.012994,-0.418136
18.620356,0.190553,-5.037732,-0.815786,0.385975,-0.012920,-0.418088
18.575371,0.198231,-5.065501,-0.802091,0.385875,-0.012840,-0.418037
18.529927,0.205877,-5.093267,-0.788363,0.385772,-0.012753,-0.417985
18.484025,0.213492,-5.121031,-0.774600,0.385665,-0.012660,-0.417930
18.437667,0.221077,-5.148790,-0.760803,0.385556,-0.012560,-0.417873
18.390855,0.228633,-5.176542,-0.746973,0.385443,-0.012454,-0.417814
18.343590,0.236159,-5.204288,-0.733111,0.385327,-0.012341,-0.417753
18.295874,0.243657,-5.232025,-0.719217,0.385207,-0.012222,-0.417690
18.247709,0.251126,-5.259753,-0.705291,0.385085,-0.012096,-0.417625
18.199097,0.258569,-5.287469,-0.691334,0.384959,-0.011964,-0.417558
18.150040,0.265985,-5.315172,-0.677347,0.384831,-0.011825,-0.417489
18.100541,0.273374,-5.342862,-0.663329,0.384699,-0.011680,-0.417419
18.050600,0.280739,-5.370537,-0.649283,0.384564,-0.011528,-0.417346
18.000220,0.288078,-5.398195,-0.635208,0.384427,-0.011370,-0.417272
17.949404,0.295394,-5.425835,-0.621105,0.384286,-0.011205,-0.417196
17.898152,0.302686,-5.453455,-0.606974,0.384142,-0.011034,-0.417118
17.846469,0.309955,-5.481056,-0.592816,0.383996,-0.010856,-0.417039
17.794355,0.317202,-5.508634,-0.578631,0.383846,-0.010672,-0.416957
17.741813,0.324427,-5.536189,-0.564421,0.383694,-0.010481,-0.416875
17.688845,0.331631,-5.563719,-0.550186,0.383539,-0.010284,-0.416790
17.635453,0.338816,-5.591223,-0.535926,0.383381,-0.010080,-0.416704
17.581641,0.345981,-5.618700,-0.521641,0.383221,-0.009870,-0.416617
17.527409,0.353127,-5.646148,-0.507333,0.383057,-0.009653,-0.416528
17.472762,0.360255,-5.673565,-0.493003,0.382891,-0.009430,-0.416437
17.417700,0.367365,-5.700951,-0.478650,0.382722,-0.009200,-0.416345
17.362227,0.374459,-5.728305,-0.464275,0.382551,-0.008963,-0.416252
17.306345,0.381537,-5.755624,-0.449879,0.382377,-0.008721,-0.416157
17.250057,0.388599,-5.782907,-0.435462,0.382200,-0.008471,-0.416061
17.193365,0.395647,-5.810153,-0.421026,0.382021,-0.008216,-0.415964
17.136271,0.402681,-5.837361,-0.406570,0.381840,-0.007954,-0.415865
17.078779,0.409701,-5.864529,-0.392096,0.381655,-0.007685,-0.415765
17.020891,0.416710,-5.891656,-0.377604,0.381469,-0.007410,-0.415664
16.962610,0.423706,-5.918740,-0.363094,0.381280,-0.007128,-0.415562
16.903939,0.430692,-5.945780,-0.348567,0.381088,-0.006840,-0.415458
16.844880,0.437667,-5.972775,-0.334024,0.380894,-0.006545,-0.415354
16.785436,0.444633,-5.999723,-0.319466,0.380698,-0.006244,-0.415248
16.725610,0.451590,-6.026623,-0.304892,0.380499,-0.005937,-0.415141
16.665405,0.458539,-6.053473,-0.290304,0.380298,-0.005623,-0.415034
16.604824,0.465480,-6.080272,-0.275703,0.380095,-0.005303,-0.414925
16.543870,0.472415,-6.107019,-0.261088,0.379890,-0.004976,-0.414815
16.482545,0.479345,-6.133713,-0.246461,0.379682,-0.004643,-0.414705
16.420852,0.486269,-6.160351,-0.231822,0.379472,-0.004304,-0.414593
16.358796,0.493189,-6.186933,-0.217172,0.379260,-0.003958,-0.414481
16.296378,0.500106,-6.213456,-0.202512,0.379046,-0.003606,-0.414367
16.233602,0.507020,-6.239921,-0.187841,0.378830,-0.003247,-0.414253
16.170470,0.513932,-6.266325,-0.173162,0.378611,-0.002882,-0.414138
16.106987,0.520843,-6.292667,-0.158474,0.378391,-0.002511,-0.414023
16.043155,0.527753,-6.318945,-0.143778,0.378168,-0.002133,-0.413906
15.978977,0.534664,-6.345158,-0.129074,0.377943,-0.001750,-0.413789
15.914457,0.541576,-6.371306,-0.114365,0.377717,-0.001359,-0.413671
15.849598,0.548490,-6.397385,-0.099649,0.377488,-0.000963,-0.413553
15.784403,0.555407,-6.423396,-0.084927,0.377258,-0.000560,-0.413434
15.718875,0.562327,-6.449337,-0.070202,0.377025,-0.000151,-0.413314
15.653018,0.569252,-6.475205,-0.055472,0.376791,0.000264,-0.413194
15.586835,0.576182,-6.501001,-0.040739,0.376555,0.000686,-0.413073
15.520330,0.583118,-6.526722,-0.026003,0.376317,0.001113,-0.412951
15.453505,0.590060,-6.552367,-0.011265,0.376077,0.001547,-0.412830
15.386365,0.597010,-6.577935,0.003474,0.375835,0.001987,-0.412707
15.318913,0.603969,-6.603424,0.018214,0.375592,0.002434,-0.412585
15.251152,0.610936,-6.628833,0.032953,0.375347,0.002886,-0.412462
15.183085,0.617914,-6.654161,0.047692,0.375100,0.003345,-0.412338
15.114717,0.624902,-6.679406,0.062430,0.374851,0.003809,-0.412214
15.046051,0.631902,-6.704567,0.077166,0.374601,0.004280,-0.412090
14.977090,0.638914,-6.729643,0.091899,0.374349,0.004757,-0.411965
14.907838,0.645940,-6.754632,0.106628,0.374096,0.005240,-0.411840
14.838299,0.652979,-6.779533,0.121354,0.373840,0.005728,-0.411715
14.768476,0.660034,-6.804344,0.136074,0.373584,0.006223,-0.411590
14.698374,0.667104,-6.829065,0.150790,0.373325,0.006724,-0.411464
14.627994,0.674190,-6.853693,0.165499,0.373065,0.007231,-0.411339
14.557342,0.681294,-6.878228,0.180202,0.372804,0.007744,-0.411213
14.486422,0.688415,-6.902668,0.194897,0.372541,0.008263,-0.411086
14.415236,0.695556,-6.927012,0.209584,0.372277,0.008787,-0.410960
14.343788,0.702717,-6.951259,0.224262,0.372011,0.009318,-0.410834
14.272083,0.709897,-6.975407,0.238930,0.371743,0.009854,-0.410707
14.200124,0.717100,-6.999454,0.253589,0.371475,0.010396,-0.410581
14.127915,0.724324,-7.023401,0.268237,0.371205,0.010944,-0.410454
14.055461,0.731572,-7.047244,0.282873,0.370933,0.011498,-0.410328
13.982763,0.738843,-7.070984,0.297497,0.370660,0.012057,-0.410201
13.909828,0.746139,-7.094618,0.312107,0.370386,0.012623,-0.410074
13.836658,0.753460,-7.118145,0.326705,0.370110,0.013194,-0.409948
13.763257,0.760808,-7.141565,0.341288,0.369833,0.013770,-0.409821
13.689630,0.768182,-7.164876,0.355856,0.369555,0.014353,-0.409695
13.615780,0.775585,-7.188076,0.370409,0.369276,0.014941,-0.409568
13.541711,0.783016,-7.211164,0.384945,0.368995,0.015534,-0.409442
13.467428,0.790477,-7.234140,0.399464,0.368713,0.016133,-0.409316
13.392934,0.797968,-7.257001,0.413965,0.368430,0.016738,-0.409190
13.318233,0.805490,-7.279747,0.428448,0.368145,0.017348,-0.409064
13.243329,0.813044,-7.302376,0.442912,0.367860,0.017963,-0.408938
13.168227,0.820631,-7.324887,0.457357,0.367573,0.018584,-0.408812
13.092930,0.828251,-7.347279,0.471780,0.367285,0.019211,-0.408687
13.017442,0.835906,-7.369551,0.486183,0.366996,0.019843,-0.408562
12.941768,0.843596,-7.391700,0.500564,0.366706,0.020480,-0.408437
12.865912,0.851321,-7.413728,0.514922,0.366415,0.021122,-0.408312
12.789877,0.859084,-7.435631,0.529257,0.366123,0.021770,-0.408188
12.713668,0.866884,-7.457408,0.543568,0.365829,0.022423,-0.408064
12.637289,0.874722,-7.479060,0.557855,0.365535,0.023081,-0.407940
12.560744,0.882599,-7.500584,0.572117,0.365239,0.023745,-0.407816
12.484037,0.890517,-7.521978,0.586352,0.364943,0.024413,-0.407693
12.407172,0.898475,-7.543243,0.600561,0.364645,0.025087,-0.407570
12.330154,0.906474,-7.564377,0.614743,0.364347,0.025766,-0.407447
12.252987,0.914516,-7.585379,0.628896,0.364047,0.026450,-0.407325
12.175674,0.922600,-7.606247,0.643022,0.363746,0.027139,-0.407203
12.098220,0.930729,-7.626981,0.657117,0.363445,0.027832,-0.407081
12.020630,0.938902,-7.647579,0.671183,0.363142,0.028531,-0.406959
11.942907,0.947120,-7.668040,0.685218,0.362839,0.029235,-0.406839
11.865055,0.955384,-7.688363,0.699222,0.362535,0.029943,-0.406718
11.787080,0.963695,-7.708547,0.713194,0.362230,0.030657,-0.406598
11.708984,0.972054,-7.728591,0.727133,0.361923,0.031375,-0.406478
11.630772,0.980461,-7.748494,0.741038,0.361616,0.032098,-0.406359
11.552449,0.988917,-7.768255,0.754910,0.361308,0.032825,-0.406240
11.474019,0.997423,-7.787872,0.768747,0.361000,0.033557,-0.406121
11.395485,1.005979,-7.807345,0.782548,0.360690,0.034294,-0.406003
11.316853,1.014587,-7.826672,0.796314,0.360380,0.035036,-0.405885
11.238126,1.023247,-7.845853,0.810042,0.360068,0.035782,-0.405768
11.159308,1.031959,-7.864886,0.823734,0.359756,0.036532,-0.405651
11.080405,1.040725,-7.883770,0.837387,0.359443,0.037287,-0.405535
11.001419,1.049545,-7.902505,0.851002,0.359129,0.038046,-0.405419
10.922356,1.058420,-7.921090,0.864577,0.358815,0.038810,-0.405303
10.843219,1.067350,-7.939523,0.878112,0.358499,0.039578,-0.405188
10.764013,1.076337,-7.957803,0.891606,0.358183,0.040350,-0.405074
10.684742,1.085381,-7.975930,0.905060,0.357866,0.041127,-0.404959
10.605410,1.094482,-7.993902,0.918471,0.357548,0.041908,-0.404846
10.526022,1.103642,-8.011719,0.931839,0.357230,0.042693,-0.404732
10.446581,1.112861,-8.029379,0.945165,0.356910,0.043482,-0.404620
10.367093,1.122139,-8.046882,0.958446,0.356590,0.044275,-0.404507
10.287560,1.131478,-8.064226,0.971683,0.356270,0.045072,-0.404395
10.207988,1.140878,-8.081412,0.984874,0.355948,0.045873,-0.404284
10.128381,1.150340,-8.098437,0.998020,0.355626,0.046678,-0.404173
10.048742,1.159863,-8.115301,1.011119,0.355303,0.047487,-0.404063
9.969077,1.169450,-8.132004,1.024171,0.354979,0.048300,-0.403953
9.889389,1.179101,-8.148543,1.037175,0.354655,0.049116,-0.403843
9.809682,1.188816,-8.164919,1.050130,0.354330,0.049937,-0.403734
9.729961,1.198595,-8.181131,1.063037,0.354004,0.050760,-0.403625
9.650230,1.208440,-8.197177,1.075894,0.353677,0.051588,-0.403517
9.570492,1.218351,-8.213057,1.088701,0.353350,0.052419,-0.403409
9.490753,1.228329,-8.228770,1.101456,0.353022,0.053254,-0.403302
9.411017,1.238374,-8.244316,1.114161,0.352694,0.054092,-0.403195
9.331287,1.248487,-8.259692,1.126813,0.352364,0.054934,-0.403088
9.251567,1.258669,-8.274900,1.139412,0.352034,0.055779,-0.402982
9.171863,1.268920,-8.289937,1.151957,0.351704,0.056627,-0.402876
9.092177,1.279240,-8.304803,1.164449,0.351372,0.057479,-0.402771
9.012515,1.289630,-8.319498,1.176886,0.351040,0.058333,-0.402666
8.932880,1.300091,-8.334021,1.189268,0.350708,0.059191,-0.402561
8.853276,1.310624,-8.348370,1.201594,0.350374,0.060053,-0.402457
8.773707,1.321228,-8.362545,1.213864,0.350040,0.060917,-0.402353
8.694178,1.331905,-8.376546,1.226077,0.349705,0.061784,-0.402250
8.614693,1.342654,-8.390372,1.238232,0.349370,0.062654,-0.402147
8.535255,1.353477,-8.404022,1.250328,0.349034,0.063527,-0.402044
8.455869,1.364374,-8.417495,1.262366,0.348697,0.064403,-0.401942
8.376538,1.375345,-8.430791,1.274345,0.348360,0.065282,-0.401839
8.297267,1.386391,-8.443909,1.286263,0.348022,0.066164,-0.401738
8.218060,1.397513,-8.456849,1.298121,0.347683,0.067048,-0.401636
8.138921,1.408710,-8.469610,1.309918,0.347344,0.067935,-0.401535
8.059853,1.419984,-8.482191,1.321654,0.347004,0.068824,-0.401434
7.980861,1.431335,-8.494592,1.333326,0.346663,0.069716,-0.401333
7.901948,1.442763,-8.506811,1.344937,0.346321,0.070611,-0.401233
7.823119,1.454268,-8.518850,1.356483,0.345979,0.071507,-0.401132
7.744378,1.465852,-8.530706,1.367966,0.345637,0.072407,-0.401032
7.665727,1.477515,-8.542380,1.379384,0.345293,0.073308,-0.400932
7.587172,1.489256,-8.553870,1.390737,0.344949,0.074212,-0.400833
7.508716,1.501077,-8.565178,1.402025,0.344604,0.075118,-0.400733
7.430363,1.512978,-8.576301,1.413246,0.344259,0.076026,-0.400634
7.352116,1.524958,-8.587239,1.424401,0.343912,0.076936,-0.400535
7.273980,1.537020,-8.597992,1.435489,0.343566,0.077849,-0.400436
7.195959,1.549162,-8.608560,1.446509,0.343218,0.078763,-0.400337
7.118055,1.561386,-8.618942,1.457460,0.342870,0.079679,-0.400238
7.040273,1.573692,-8.629137,1.468343,0.342521,0.080597,-0.400139
6.962617,1.586079,-8.639146,1.479156,0.342171,0.081516,-0.400040
6.885090,1.598549,-8.648967,1.489899,0.341821,0.082438,-0.399941
6.807696,1.611102,-8.658600,1.500572,0.341469,0.083361,-0.399843
6.730438,1.623738,-8.668046,1.511175,0.341118,0.084285,-0.399744
6.653321,1.636457,-8.677303,1.521706,0.340765,0.085212,-0.399645
6.576348,1.649259,-8.686371,1.532165,0.340412,0.086139,-0.399546
6.499522,1.662146,-8.695250,1.542551,0.340058,0.087068,-0.399447
6.422847,1.675117,-8.703940,1.552865,0.339703,0.087999,-0.399348
6.346327,1.688173,-8.712439,1.563105,0.339347,0.088931,-0.399249
6.269964,1.701313,-8.720749,1.573272,0.338991,0.089864,-0.399150
6.193764,1.714539,-8.728868,1.583364,0.338634,0.090798,-0.399050
6.117729,1.727849,-8.736796,1.593381,0.338276,0.091733,-0.398951
6.041862,1.741246,-8.744534,1.603323,0.337918,0.092669,-0.398851
5.966167,1.754728,-8.752080,1.613190,0.337558,0.093607,-0.398751
5.890648,1.768296,-8.759435,1.622980,0.337198,0.094545,-0.398650
5.815307,1.781950,-8.766598,1.632693,0.336837,0.095484,-0.398550
5.740149,1.795691,-8.773569,1.642330,0.336475,0.096424,-0.398449
5.665176,1.809518,-8.780348,1.651889,0.336113,0.097365,-0.398348
5.590392,1.823432,-8.786934,1.661369,0.335749,0.098306,-0.398246
5.515801,1.837433,-8.793328,1.670772,0.335385,0.099248,-0.398144
5.441404,1.851521,-8.799530,1.680095,0.335020,0.100191,-0.398042
5.367206,1.865697,-8.805538,1.689340,0.334654,0.101134,-0.397939
5.293210,1.879960,-8.811354,1.698504,0.334287,0.102077,-0.397836
5.219420,1.894310,-8.816976,1.707589,0.333920,0.103021,-0.397732
5.145837,1.908748,-8.822405,1.716592,0.333551,0.103965,-0.397628
5.072465,1.923274,-8.827641,1.725515,0.333182,0.104909,-0.397523
4.999308,1.937888,-8.832683,1.734357,0.332812,0.105854,-0.397418
4.926368,1.952590,-8.837532,1.743116,0.332440,0.106799,-0.397312
4.853649,1.967379,-8.842188,1.751794,0.332068,0.107743,-0.397205
4.781154,1.982257,-8.846650,1.760389,0.331695,0.108688,-0.397098
4.708884,1.997224,-8.850918,1.768901,0.331321,0.109633,-0.396990
4.636845,2.012278,-8.854993,1.777329,0.330947,0.110577,-0.396882
4.565037,2.027421,-8.858874,1.785674,0.330571,0.111521,-0.396772
4.493465,2.042652,-8.862561,1.793935,0.330194,0.112465,-0.396662
4.422131,2.057972,-8.866055,1.802112,0.329816,0.113409,-0.396551
4.351038,2.073380,-8.869355,1.810203,0.329438,0.114352,-0.396439
4.280189,2.088876,-8.872461,1.818210,0.329058,0.115295,-0.396327
4.209586,2.104461,-8.875375,1.826131,0.328677,0.116237,-0.396213
4.139233,2.120134,-8.878094,1.833966,0.328296,0.117179,-0.396099
4.069131,2.135895,-8.880621,1.841715,0.327913,0.118120,-0.395983
3.999284,2.151745,-8.882954,1.849378,0.327529,0.119060,-0.395867
3.929695,2.167683,-8.885094,1.856953,0.327144,0.120000,-0.395750
3.860365,2.183709,-8.887041,1.864442,0.326759,0.120938,-0.395631
3.791298,2.199824,-8.888795,1.871843,0.326372,0.121876,-0.395512
3.722497,2.216026,-8.890356,1.879156,0.325984,0.122813,-0.395391
3.653962,2.232317,-8.891725,1.886381,0.325595,0.123749,-0.395269
3.585698,2.248696,-8.892901,1.893518,0.325204,0.124683,-0.395146
3.517707,2.265162,-8.893886,1.900566,0.324813,0.125617,-0.395022
3.449991,2.281716,-8.894678,1.907525,0.324421,0.126549,-0.394896
3.382552,2.298358,-8.895278,1.914395,0.324027,0.127480,-0.394770
3.315392,2.315087,-8.895687,1.921176,0.323632,0.128410,-0.394641
3.248515,2.331904,-8.895905,1.927866,0.323236,0.129338,-0.394512
3.181923,2.348807,-8.895931,1.934467,0.322839,0.130264,-0.394381
3.115617,2.365798,-8.895767,1.940977,0.322441,0.131189,-0.394249
3.049600,2.382876,-8.895412,1.947397,0.322042,0.132113,-0.394115
2.983874,2.400040,-8.894867,1.953726,0.321641,0.133035,-0.393980
2.918442,2.417291,-8.894132,1.959963,0.321239,0.133955,-0.393843
2.853305,2.434628,-8.893207,1.966110,0.320836,0.134873,-0.393705
2.788465,2.452051,-8.892093,1.972165,0.320432,0.135789,-0.393565
2.723926,2.469560,-8.890790,1.978128,0.320026,0.136704,-0.393423
2.659687,2.487155,-8.889298,1.983999,0.319619,0.137616,-0.393280
2.595753,2.504835,-8.887618,1.989778,0.319211,0.138527,-0.393135
2.532124,2.522600,-8.885750,1.995465,0.318801,0.139435,-0.392988
2.468803,2.540450,-8.883694,2.001059,0.318391,0.140341,-0.392840
2.405791,2.558385,-8.881452,2.006561,0.317978,0.141245,-0.392689
2.343091,2.576405,-8.879022,2.011969,0.317565,0.142146,-0.392537
2.280704,2.594508,-8.876407,2.017284,0.317150,0.143045,-0.392383
2.218632,2.612696,-8.873605,2.022506,0.316734,0.143942,-0.392227
2.156877,2.630967,-8.870618,2.027635,0.316316,0.144836,-0.392069
2.095440,2.649321,-8.867446,2.032670,0.315897,0.145727,-0.391909
2.034323,2.667758,-8.864089,2.037611,0.315477,0.146616,-0.391747
1.973529,2.686277,-8.860549,2.042458,0.315055,0.147503,-0.391582
1.913057,2.704879,-8.856825,2.047211,0.314632,0.148386,-0.391416
1.852911,2.723563,-8.852917,2.051869,0.314207,0.149267,-0.391248
1.793092,2.742329,-8.848827,2.056434,0.313781,0.150145,-0.391077
1.733601,2.761176,-8.844556,2.060903,0.313353,0.151019,-0.390904
1.674440,2.780103,-8.840102,2.065279,0.312924,0.151891,-0.390729
1.615609,2.799111,-8.835468,2.069559,0.312493,0.152760,-0.390552
1.557112,2.818200,-8.830653,2.073745,0.312061,0.153626,-0.390372
1.498948,2.837368,-8.825659,2.077835,0.311627,0.154488,-0.390189
1.441120,2.856615,-8.820485,2.081831,0.311192,0.155348,-0.390005
1.383629,2.875941,-8.815132,2.085732,0.310755,0.156204,-0.389818
1.326475,2.895346,-8.809601,2.089537,0.310316,0.157056,-0.389628
1.269661,2.914829,-8.803893,2.093247,0.309876,0.157905,-0.389436
1.213187,2.934390,-8.798008,2.096862,0.309435,0.158751,-0.389241
1.157055,2.954027,-8.791947,2.100381,0.308991,0.159593,-0.389044
1.101266,2.973742,-8.785710,2.103805,0.308546,0.160432,-0.388844
1.045821,2.993533,-8.779298,2.107133,0.308100,0.161267,-0.388641
0.990720,3.013400,-8.772712,2.110366,0.307652,0.162098,-0.388435
0.935966,3.033342,-8.765952,2.113503,0.307202,0.162925,-0.388227
0.881560,3.053359,-8.759019,2.116545,0.306750,0.163749,-0.388016
0.827501,3.073451,-8.751914,2.119491,0.306297,0.164568,-0.387802
0.773791,3.093616,-8.744638,2.122341,0.305842,0.165384,-0.387585
0.720431,3.113855,-8.737190,2.125096,0.305385,0.166196,-0.387366
0.667423,3.134167,-8.729573,2.127755,0.304927,0.167003,-0.387143
0.614766,3.154552,-8.721786,2.130318,0.304467,0.167807,-0.386917
0.562461,3.175008,-8.713830,2.132785,0.304005,0.168606,-0.386688
0.510511,3.195536,-8.705706,2.135157,0.303541,0.169402,-0.386457
0.458914,3.216135,-8.697415,2.137433,0.303076,0.170192,-0.386222
0.407672,3.236803,-8.688958,2.139614,0.302608,0.170979,-0.385983
0.356785,3.257542,-8.680335,2.141699,0.302139,0.171761,-0.385742
0.306255,3.278350,-8.671547,2.143688,0.301668,0.172539,-0.385498
0.256082,3.299227,-8.662595,2.145582,0.301195,0.173312,-0.385250
0.206266,3.320172,-8.653479,2.147381,0.300721,0.174080,-0.384998
0.156808,3.341184,-8.644201,2.149084,0.300244,0.174844,-0.384744
0.107709,3.362263,-8.634762,2.150692,0.299766,0.175604,-0.384486
0.058969,3.383409,-8.625161,2.152205,0.299285,0.176358,-0.384225
0.010588,3.404621,-8.615401,2.153622,0.298803,0.177108,-0.383960
-0.037432,3.425897,-8.605481,2.154944,0.298319,0.177853,-0.383692
-0.085093,3.447239,-8.595403,2.156172,0.297833,0.178594,-0.383420
-0.132392,3.468644,-8.585168,2.157304,0.297345,0.179329,-0.383144
-0.179331,3.490112,-8.574776,2.158342,0.296855,0.180059,-0.382865
-0.225908,3.511644,-8.564228,2.159285,0.296363,0.180784,-0.382583
-0.272123,3.533237,-8.553525,2.160133,0.295869,0.181504,-0.382296
-0.317977,3.554892,-8.542668,2.160887,0.295373,0.182219,-0.382006
-0.363468,3.576608,-8.531659,2.161547,0.294875,0.182929,-0.381712
-0.408597,3.598384,-8.520497,2.162112,0.294375,0.183634,-0.381415
-0.453364,3.620220,-8.509183,2.162584,0.293873,0.184333,-0.381113
-0.497767,3.642114,-8.497719,2.162961,0.293369,0.185027,-0.380808
-0.541809,3.664067,-8.486106,2.163245,0.292863,0.185716,-0.380498
-0.585487,3.686078,-8.474345,2.163436,0.292355,0.186399,-0.380185
-0.628803,3.708145,-8.462435,2.163533,0.291845,0.187077,-0.379868
-0.671756,3.730269,-8.450379,2.163536,0.291332,0.187749,-0.379547
-0.714346,3.752448,-8.438178,2.163447,0.290818,0.188416,-0.379221
-0.756573,3.774682,-8.425831,2.163265,0.290301,0.189077,-0.378892
-0.798438,3.796970,-8.413341,2.162990,0.289783,0.189733,-0.378558
-0.839940,3.819312,-8.400708,2.162623,0.289262,0.190383,-0.378221
-0.881080,3.841707,-8.387933,2.162163,0.288739,0.191027,-0.377879
-0.921857,3.864154,-8.375018,2.161611,0.288214,0.191665,-0.377533
-0.962272,3.886652,-8.361962,2.160968,0.287687,0.192298,-0.377183
-1.002326,3.909201,-8.348768,2.160233,0.287158,0.192924,-0.376828
-1.042018,3.931800,-8.335436,2.159406,0.286626,0.193545,-0.376469
-1.081349,3.954449,-8.321967,2.158489,0.286093,0.194160,-0.376106
-1.120318,3.977146,-8.308362,2.157480,0.285557,0.194769,-0.375738
-1.158928,3.999891,-8.294622,2.156381,0.285019,0.195372,-0.375366
-1.197176,4.022683,-8.280748,2.155192,0.284479,0.195968,-0.374989
-1.235065,4.045521,-8.266742,2.153912,0.283936,0.196559,-0.374608
-1.272595,4.068405,-8.252604,2.152543,0.283391,0.197143,-0.374223
-1.309765,4.091334,-8.238335,2.151084,0.282845,0.197722,-0.373832
-1.346577,4.114307,-8.223936,2.149535,0.282295,0.198294,-0.373438
-1.383030,4.137324,-8.209409,2.147898,0.281744,0.198860,-0.373038
-1.419126,4.160384,-8.194754,2.146172,0.281190,0.199419,-0.372634
-1.454865,4.183485,-8.179973,2.144357,0.280634,0.199972,-0.372226
-1.490248,4.206628,-8.165066,2.142455,0.280076,0.200519,-0.371812
-1.525275,4.229811,-8.150035,2.140464,0.279516,0.201060,-0.371394
-1.559946,4.253034,-8.134880,2.138386,0.278953,0.201594,-0.370971
-1.594263,4.276295,-8.119604,2.136221,0.278388,0.202121,-0.370543
-1.628226,4.299595,-8.104206,2.133969,0.277821,0.202642,-0.370111
-1.661836,4.322933,-8.088688,2.131631,0.277251,0.203157,-0.369673
-1.695093,4.346307,-8.073051,2.129206,0.276679,0.203665,-0.369231
-1.727998,4.369717,-8.057296,2.126695,0.276105,0.204166,-0.368784
-1.760553,4.393162,-8.041424,2.124099,0.275528,0.204661,-0.368332
-1.792757,4.416642,-8.025437,2.121418,0.274949,0.205149,-0.367875
-1.824612,4.440155,-8.009335,2.118652,0.274368,0.205630,-0.367413
-1.856118,4.463701,-7.993119,2.115802,0.273784,0.206105,-0.366945
-1.887276,4.487278,-7.976791,2.112867,0.273198,0.206572,-0.366473
-1.918088,4.510888,-7.960352,2.109849,0.272610,0.207033,-0.365996
-1.948554,4.534527,-7.943802,2.106748,0.272020,0.207488,-0.365514
-1.978674,4.558197,-7.927144,2.103564,0.271427,0.207935,-0.365026
-2.008451,4.581895,-7.910377,2.100297,0.270831,0.208376,-0.364533
-2.037884,4.605621,-7.893504,2.096948,0.270234,0.208809,-0.364036
-2.066976,4.629375,-7.876525,2.093518,0.269634,0.209236,-0.363533
-2.095726,4.653155,-7.859441,2.090006,0.269031,0.209656,-0.363024
-2.124136,4.676961,-7.842254,2.086413,0.268427,0.210069,-0.362511
-2.152207,4.700792,-7.824965,2.082740,0.267819,0.210475,-0.361992
-2.179940,4.724647,-7.807574,2.078987,0.267210,0.210873,-0.361468
-2.207337,4.748526,-7.790084,2.075155,0.266598,0.211265,-0.360939
-2.234397,4.772427,-7.772494,2.071243,0.265984,0.211650,-0.360404
-2.261123,4.796350,-7.754807,2.067253,0.265367,0.212027,-0.359864
-2.287515,4.820293,-7.737023,2.063184,0.264748,0.212398,-0.359318
-2.313575,4.844257,-7.719144,2.059037,0.264127,0.212761,-0.358767
-2.339304,4.868241,-7.701171,2.054814,0.263503,0.213118,-0.358211
-2.364702,4.892243,-7.683104,2.050513,0.262877,0.213467,-0.357649
-2.389772,4.916263,-7.664945,2.046136,0.262248,0.213809,-0.357082
-2.414515,4.940300,-7.646696,2.041683,0.261618,0.214143,-0.356509
-2.438931,4.964353,-7.628356,2.037154,0.260984,0.214471,-0.355931
-2.463022,4.988422,-7.609928,2.032551,0.260349,0.214791,-0.355348
-2.486790,5.012505,-7.591413,2.027873,0.259711,0.215104,-0.354758
-2.510235,5.036602,-7.572812,2.023121,0.259070,0.215410,-0.354163
-2.533359,5.060712,-7.554125,2.018296,0.258428,0.215708,-0.353563
-2.556163,5.084835,-7.535355,2.013398,0.257782,0.216000,-0.352957
-2.578649,5.108969,-7.516501,2.008427,0.257135,0.216283,-0.352346
-2.600818,5.133113,-7.497566,2.003384,0.256485,0.216560,-0.351728
-2.622672,5.157268,-7.478551,1.998270,0.255833,0.216829,-0.351106
-2.644211,5.181431,-7.459456,1.993085,0.255178,0.217091,-0.350477
-2.665437,5.205603,-7.440284,1.987829,0.254521,0.217346,-0.349843
-2.686352,5.229782,-7.421034,1.982504,0.253862,0.217593,-0.349203
-2.706957,5.253968,-7.401708,1.977109,0.253201,0.217832,-0.348558
-2.727254,5.278160,-7.382308,1.971645,0.252537,0.218065,-0.347907
-2.747243,5.302357,-7.362835,1.966114,0.251870,0.218290,-0.347250
