tau1,tau2,tau3,tau4,tau5,tau6,tau7
-13.764321,1.802583,-5.368216,-2.069053,0.121366,0.088389,-0.387166
-13.797343,1.768012,-5.392125,-2.067808,0.121948,0.088768,-0.388541
-13.830095,1.733423,-5.416002,-2.066500,0.122529,0.089146,-0.389914
-13.862576,1.698815,-5.439845,-2.065130,0.123109,0.089522,-0.391285
-13.894785,1.664186,-5.463653,-2.063697,0.123690,0.089897,-0.392655
-13.926721,1.629537,-5.487426,-2.062204,0.124270,0.090271,-0.394023
-13.958382,1.594868,-5.511163,-2.060651,0.124850,0.090643,-0.395389
-13.989767,1.560177,-5.534863,-2.059039,0.125429,0.091014,-0.396753
-14.020875,1.525464,-5.558527,-2.057369,0.126008,0.091383,-0.398116
-14.051704,1.490728,-5.582152,-2.055642,0.126587,0.091751,-0.399477
-14.082254,1.455970,-5.605739,-2.053859,0.127165,0.092117,-0.400836
-14.112522,1.421188,-5.629287,-2.052021,0.127743,0.092482,-0.402194
-14.142509,1.386382,-5.652795,-2.050129,0.128321,0.092845,-0.403549
-14.172213,1.351552,-5.676262,-2.048183,0.128898,0.093207,-0.404904
-14.201632,1.316697,-5.699689,-2.046185,0.129475,0.093567,-0.406256
-14.230766,1.281817,-5.723073,-2.044136,0.130052,0.093925,-0.407607
-14.259613,1.246911,-5.746415,-2.042036,0.130627,0.094282,-0.408955
-14.288172,1.211978,-5.769713,-2.039886,0.131203,0.094637,-0.410303
-14.316441,1.177019,-5.792968,-2.037688,0.131778,0.094990,-0.411648
-14.344421,1.142033,-5.816179,-2.035442,0.132352,0.095342,-0.412992
-14.372109,1.107020,-5.839344,-2.033149,0.132926,0.095692,-0.414334
-14.399505,1.071978,-5.862463,-2.030810,0.133500,0.096040,-0.415674
-14.426608,1.036909,-5.885537,-2.028426,0.134073,0.096387,-0.417013
-14.453416,1.001810,-5.908563,-2.025998,0.134645,0.096731,-0.418350
-14.479928,0.966683,-5.931541,-2.023527,0.135217,0.097074,-0.419685
-14.506143,0.931526,-5.954471,-2.021013,0.135788,0.097415,-0.421018
-14.532060,0.896339,-5.977352,-2.018458,0.136359,0.097755,-0.422350
-14.557678,0.861122,-6.000183,-2.015863,0.136928,0.098092,-0.423680
-14.582997,0.825875,-6.022964,-2.013228,0.137498,0.098427,-0.425008
-14.608014,0.790596,-6.045695,-2.010554,0.138066,0.098761,-0.426335
-14.632729,0.755286,-6.068373,-2.007843,0.138634,0.099092,-0.427660
-14.657142,0.719945,-6.091000,-2.005095,0.139202,0.099422,-0.428983
-14.681250,0.684572,-6.113573,-2.002310,0.139768,0.099750,-0.430304
-14.705053,0.649167,-6.136094,-1.999491,0.140334,0.100075,-0.431623
-14.728549,0.613729,-6.158560,-1.996637,0.140899,0.100399,-0.432941
-14.751739,0.578259,-6.180971,-1.993750,0.141464,0.100720,-0.434257
-14.774621,0.542755,-6.203328,-1.990831,0.142027,0.101040,-0.435572
-14.797194,0.507218,-6.225628,-1.987880,0.142590,0.101357,-0.436884
-14.819456,0.471647,-6.247872,-1.984898,0.143152,0.101673,-0.438195
-14.841408,0.436043,-6.270058,-1.981886,0.143714,0.101986,-0.439504
-14.863048,0.400404,-6.292187,-1.978846,0.144274,0.102297,-0.440811
-14.884375,0.364731,-6.314257,-1.975777,0.144834,0.102606,-0.442116
-14.905388,0.329024,-6.336268,-1.972681,0.145393,0.102913,-0.443420
-14.926087,0.293281,-6.358220,-1.969559,0.145950,0.103218,-0.444722
-14.946470,0.257504,-6.380111,-1.966412,0.146507,0.103520,-0.446022
-14.966536,0.221691,-6.401942,-1.963239,0.147064,0.103821,-0.447320
-14.986286,0.185843,-6.423711,-1.960043,0.147619,0.104119,-0.448617
-15.005717,0.149959,-6.445417,-1.956825,0.148173,0.104415,-0.449911
-15.024829,0.114039,-6.467061,-1.953584,0.148726,0.104708,-0.451204
-15.043621,0.078084,-6.488642,-1.950321,0.149279,0.104999,-0.452495
-15.062092,0.042092,-6.510159,-1.947039,0.149830,0.105288,-0.453784
-15.080242,0.006064,-6.531611,-1.943737,0.150380,0.105575,-0.455072
-15.098069,-0.030001,-6.552998,-1.940416,0.150930,0.105859,-0.456357
-15.115573,-0.066102,-6.574320,-1.937077,0.151478,0.106141,-0.457641
-15.132754,-0.102240,-6.595575,-1.933721,0.152025,0.106421,-0.458922
-15.149609,-0.138415,-6.616763,-1.930349,0.152571,0.106698,-0.460202
-15.166138,-0.174627,-6.637884,-1.926962,0.153117,0.106973,-0.461480
-15.182342,-0.210876,-6.658936,-1.923560,0.153661,0.107245,-0.462756
-15.198218,-0.247162,-6.679920,-1.920144,0.154204,0.107515,-0.464030
-15.213766,-0.283486,-6.700834,-1.916715,0.154745,0.107783,-0.465303
-15.228985,-0.319846,-6.721678,-1.913275,0.155286,0.108048,-0.466573
-15.243875,-0.356244,-6.742452,-1.909823,0.155825,0.108311,-0.467841
-15.258435,-0.392680,-6.763155,-1.906360,0.156364,0.108571,-0.469108
-15.272664,-0.429153,-6.783786,-1.902888,0.156901,0.108828,-0.470372
-15.286561,-0.465664,-6.804345,-1.899406,0.157437,0.109083,-0.471635
-15.300126,-0.502212,-6.824831,-1.895917,0.157971,0.109336,-0.472896
-15.313358,-0.538798,-6.845243,-1.892420,0.158505,0.109586,-0.474154
-15.326256,-0.575421,-6.865581,-1.888917,0.159037,0.109833,-0.475411
-15.338820,-0.612083,-6.885845,-1.885407,0.159568,0.110078,-0.476666
-15.351049,-0.648781,-6.906034,-1.881893,0.160097,0.110321,-0.477918
-15.362943,-0.685518,-6.926146,-1.878375,0.160626,0.110560,-0.479169
-15.374500,-0.722292,-6.946182,-1.874853,0.161153,0.110797,-0.480417
-15.385720,-0.759103,-6.966142,-1.871328,0.161678,0.111032,-0.481664
-15.396603,-0.795953,-6.986024,-1.867802,0.162202,0.111264,-0.482908
-15.407147,-0.832839,-7.005827,-1.864274,0.162725,0.111493,-0.484151
-15.417353,-0.869763,-7.025552,-1.860746,0.163247,0.111719,-0.485391
-15.427219,-0.906725,-7.045198,-1.857218,0.163767,0.111943,-0.486629
-15.436746,-0.943724,-7.064764,-1.853691,0.164285,0.112164,-0.487865
-15.445932,-0.980760,-7.084249,-1.850166,0.164802,0.112382,-0.489099
-15.454777,-1.017833,-7.103654,-1.846643,0.165318,0.112598,-0.490331
-15.463280,-1.054943,-7.122977,-1.843124,0.165832,0.112811,-0.491561
-15.471441,-1.092090,-7.142217,-1.839609,0.166345,0.113021,-0.492789
-15.479259,-1.129274,-7.161375,-1.836098,0.166856,0.113229,-0.494014
-15.486735,-1.166495,-7.180450,-1.832593,0.167366,0.113433,-0.495237
-15.493866,-1.203752,-7.199441,-1.829094,0.167874,0.113635,-0.496458
-15.500653,-1.241045,-7.218348,-1.825602,0.168380,0.113834,-0.497677
-15.507096,-1.278375,-7.237170,-1.822117,0.168885,0.114030,-0.498893
-15.513193,-1.315741,-7.255906,-1.818640,0.169389,0.114224,-0.500108
-15.518945,-1.353143,-7.274556,-1.815173,0.169890,0.114415,-0.501320
-15.524350,-1.390581,-7.293119,-1.811715,0.170390,0.114602,-0.502529
-15.529409,-1.428054,-7.311596,-1.808268,0.170889,0.114787,-0.503737
-15.534121,-1.465563,-7.329984,-1.804831,0.171385,0.114970,-0.504942
-15.538485,-1.503107,-7.348284,-1.801406,0.171880,0.115149,-0.506145
-15.542502,-1.540686,-7.366496,-1.797994,0.172374,0.115325,-0.507345
-15.546170,-1.578300,-7.384618,-1.794594,0.172865,0.115499,-0.508543
-15.549490,-1.615948,-7.402650,-1.791209,0.173355,0.115669,-0.509739
-15.552461,-1.653630,-7.420592,-1.787837,0.173843,0.115837,-0.510932
-15.555082,-1.691347,-7.438442,-1.784481,0.174329,0.116002,-0.512123
-15.557353,-1.729097,-7.456201,-1.781140,0.174814,0.116164,-0.513311
-15.559274,-1.766881,-7.473868,-1.777816,0.175296,0.116323,-0.514497
-15.560845,-1.804698,-7.491442,-1.774508,0.175777,0.116479,-0.515681
-15.562065,-1.842549,-7.508923,-1.771218,0.176256,0.116632,-0.516862
-15.562933,-1.880432,-7.526311,-1.767947,0.176733,0.116782,-0.518040
-15.563451,-1.918347,-7.543604,-1.764694,0.177208,0.116929,-0.519216
-15.563616,-1.956295,-7.560802,-1.761460,0.177682,0.117073,-0.520390
-15.563430,-1.994274,-7.577904,-1.758247,0.178153,0.117214,-0.521560
-15.562891,-2.032285,-7.594911,-1.755054,0.178622,0.117353,-0.522729
-15.561999,-2.070327,-7.611822,-1.751883,0.179090,0.117488,-0.523894
-15.560755,-2.108400,-7.628635,-1.748734,0.179555,0.117620,-0.525057
-15.559158,-2.146504,-7.645351,-1.745607,0.180018,0.117749,-0.526218
-15.557207,-2.184638,-7.661969,-1.742503,0.180480,0.117876,-0.527375
-15.554902,-2.222801,-7.678488,-1.739423,0.180939,0.117999,-0.528530
-15.552244,-2.260994,-7.694909,-1.736367,0.181396,0.118119,-0.529683
-15.549232,-2.299217,-7.711229,-1.733336,0.181852,0.118236,-0.530832
-15.545866,-2.337467,-7.727450,-1.730330,0.182305,0.118350,-0.531979
-15.542146,-2.375747,-7.743570,-1.727351,0.182756,0.118461,-0.533123
-15.538071,-2.414054,-7.759589,-1.724398,0.183205,0.118569,-0.534264
-15.533641,-2.452388,-7.775506,-1.721472,0.183651,0.118674,-0.535403
-15.528856,-2.490750,-7.791321,-1.718573,0.184096,0.118776,-0.536538
-15.523717,-2.529139,-7.807033,-1.715703,0.184538,0.118875,-0.537671
-15.518223,-2.567554,-7.822642,-1.712862,0.184978,0.118971,-0.538801
-15.512373,-2.605994,-7.838147,-1.710050,0.185416,0.119064,-0.539928
-15.506168,-2.644460,-7.853548,-1.707268,0.185852,0.119153,-0.541052
-15.499608,-2.682951,-7.868844,-1.704516,0.186285,0.119240,-0.542173
-15.492692,-2.721467,-7.884035,-1.701795,0.186716,0.119323,-0.543291
-15.485421,-2.760007,-7.899121,-1.699105,0.187145,0.119404,-0.544407
-15.477795,-2.798570,-7.914100,-1.696448,0.187572,0.119481,-0.545519
-15.469813,-2.837156,-7.928972,-1.693822,0.187996,0.119555,-0.546628
-15.461475,-2.875765,-7.943737,-1.691230,0.188418,0.119626,-0.547734
-15.452781,-2.914396,-7.958394,-1.688671,0.188837,0.119694,-0.548837
-15.443733,-2.953049,-7.972943,-1.686146,0.189254,0.119759,-0.549937
-15.434328,-2.991723,-7.987384,-1.683655,0.189669,0.119821,-0.551033
-15.424568,-3.030418,-8.001715,-1.681199,0.190081,0.119879,-0.552127
-15.414452,-3.069133,-8.015936,-1.678779,0.190491,0.119935,-0.553217
-15.403981,-3.107867,-8.030047,-1.676394,0.190898,0.119987,-0.554304
-15.393154,-3.146621,-8.044048,-1.674046,0.191303,0.120037,-0.555388
-15.381972,-3.185393,-8.057937,-1.671734,0.191705,0.120083,-0.556469
-15.370435,-3.224183,-8.071715,-1.669460,0.192105,0.120126,-0.557546
-15.358543,-3.262990,-8.085381,-1.667223,0.192502,0.120166,-0.558620
-15.346295,-3.301815,-8.098934,-1.665025,0.192897,0.120203,-0.559691
-15.333693,-3.340656,-8.112374,-1.662865,0.193289,0.120236,-0.560758
-15.320735,-3.379512,-8.125700,-1.660743,0.193678,0.120267,-0.561822
-15.307423,-3.418384,-8.138912,-1.658662,0.194065,0.120294,-0.562883
-15.293757,-3.457270,-8.152010,-1.656620,0.194449,0.120318,-0.563940
-15.279736,-3.496171,-8.164993,-1.654618,0.194831,0.120339,-0.564993
-15.265361,-3.535084,-8.177861,-1.652657,0.195210,0.120357,-0.566044
-15.250632,-3.574011,-8.190613,-1.650737,0.195586,0.120372,-0.567090
-15.235549,-3.612950,-8.203248,-1.648859,0.195959,0.120384,-0.568133
-15.220113,-3.651900,-8.215767,-1.647022,0.196330,0.120393,-0.569173
-15.204323,-3.690862,-8.228169,-1.645228,0.196698,0.120398,-0.570209
-15.188180,-3.729834,-8.240452,-1.643476,0.197063,0.120400,-0.571241
-15.171684,-3.768816,-8.252618,-1.641767,0.197425,0.120399,-0.572270
-15.154836,-3.807806,-8.264665,-1.640102,0.197785,0.120395,-0.573295
-15.137636,-3.846806,-8.276594,-1.638481,0.198142,0.120388,-0.574316
-15.120083,-3.885813,-8.288402,-1.636903,0.198496,0.120378,-0.575334
-15.102179,-3.924827,-8.300091,-1.635370,0.198847,0.120365,-0.576347
-15.083924,-3.963848,-8.311660,-1.633883,0.199195,0.120348,-0.577358
-15.065317,-4.002875,-8.323108,-1.632440,0.199540,0.120329,-0.578364
-15.046360,-4.041906,-8.334434,-1.631043,0.199883,0.120306,-0.579366
-15.027052,-4.080943,-8.345640,-1.629691,0.200222,0.120280,-0.580365
-15.007395,-4.119983,-8.356723,-1.628386,0.200559,0.120251,-0.581359
-14.987388,-4.159027,-8.367683,-1.627128,0.200892,0.120219,-0.582350
-14.967032,-4.198072,-8.378521,-1.625916,0.201223,0.120184,-0.583337
-14.946327,-4.237120,-8.389236,-1.624752,0.201550,0.120146,-0.584319
-14.925274,-4.276169,-8.399827,-1.623635,0.201874,0.120104,-0.585298
-14.903873,-4.315218,-8.410294,-1.622566,0.202196,0.120060,-0.586273
-14.882125,-4.354267,-8.420636,-1.621545,0.202514,0.120012,-0.587243
-14.860030,-4.393315,-8.430853,-1.620572,0.202830,0.119961,-0.588210
-14.837588,-4.432361,-8.440946,-1.619648,0.203142,0.119907,-0.589172
-14.814800,-4.471404,-8.450912,-1.618774,0.203451,0.119850,-0.590131
-14.791667,-4.510445,-8.460753,-1.617948,0.203757,0.119790,-0.591085
-14.768189,-4.549481,-8.470467,-1.617172,0.204059,0.119727,-0.592035
-14.744367,-4.588513,-8.480054,-1.616446,0.204359,0.119661,-0.592980
-14.720200,-4.627539,-8.489514,-1.615770,0.204655,0.119592,-0.593922
-14.695691,-4.666559,-8.498846,-1.615144,0.204949,0.119519,-0.594859
-14.670838,-4.705573,-8.508051,-1.614569,0.205239,0.119444,-0.595792
-14.645644,-4.744578,-8.517127,-1.614045,0.205525,0.119366,-0.596720
-14.620108,-4.783575,-8.526074,-1.613572,0.205809,0.119284,-0.597644
-14.594231,-4.822563,-8.534892,-1.613151,0.206089,0.119199,-0.598564
-14.568014,-4.861542,-8.543581,-1.612780,0.206366,0.119112,-0.599479
-14.541457,-4.900509,-8.552140,-1.612462,0.206639,0.119021,-0.600390
-14.514561,-4.939465,-8.560568,-1.612196,0.206909,0.118927,-0.601296
-14.487327,-4.978408,-8.568867,-1.611982,0.207176,0.118831,-0.602197
-14.459756,-5.017339,-8.577034,-1.611820,0.207440,0.118731,-0.603095
-14.431847,-5.056256,-8.585070,-1.611712,0.207700,0.118628,-0.603987
-14.403602,-5.095158,-8.592975,-1.611656,0.207957,0.118522,-0.604875
-14.375022,-5.134045,-8.600748,-1.611653,0.208210,0.118413,-0.605758
-14.346107,-5.172916,-8.608388,-1.611703,0.208460,0.118302,-0.606637
-14.316858,-5.211769,-8.615896,-1.611807,0.208706,0.118187,-0.607511
-14.287276,-5.250605,-8.623271,-1.611965,0.208949,0.118069,-0.608380
-14.257361,-5.289422,-8.630513,-1.612176,0.209189,0.117948,-0.609245
-14.227115,-5.328220,-8.637622,-1.612441,0.209425,0.117824,-0.610104
-14.196538,-5.366998,-8.644596,-1.612761,0.209657,0.117698,-0.610959
-14.165630,-5.405754,-8.651437,-1.613135,0.209886,0.117568,-0.611809
-14.134394,-5.444489,-8.658143,-1.613563,0.210111,0.117435,-0.612654
-14.102830,-5.483201,-8.664714,-1.614046,0.210333,0.117300,-0.613495
-14.070938,-5.521890,-8.671150,-1.614584,0.210551,0.117161,-0.614330
-14.038719,-5.560554,-8.677451,-1.615177,0.210766,0.117020,-0.615160
-14.006175,-5.599194,-8.683616,-1.615825,0.210977,0.116875,-0.615985
-13.973306,-5.637807,-8.689646,-1.616528,0.211184,0.116728,-0.616806
-13.940113,-5.676393,-8.695539,-1.617286,0.211388,0.116578,-0.617621
-13.906597,-5.714952,-8.701295,-1.618100,0.211588,0.116425,-0.618431
-13.872759,-5.753483,-8.706915,-1.618969,0.211784,0.116269,-0.619236
-13.838600,-5.791984,-8.712398,-1.619894,0.211977,0.116110,-0.620036
-13.804121,-5.830455,-8.717744,-1.620875,0.212166,0.115948,-0.620831
-13.769324,-5.868895,-8.722952,-1.621911,0.212351,0.115784,-0.621620
-13.734208,-5.907303,-8.728023,-1.623004,0.212532,0.115616,-0.622405
-13.698775,-5.945679,-8.732955,-1.624153,0.212710,0.115446,-0.623184
-13.663026,-5.984021,-8.737749,-1.625358,0.212884,0.115273,-0.623958
-13.626962,-6.022329,-8.742405,-1.626619,0.213054,0.115097,-0.624726
-13.590585,-6.060601,-8.746922,-1.627936,0.213220,0.114918,-0.625489
-13.553895,-6.098838,-8.751299,-1.629310,0.213383,0.114737,-0.626247
-13.516893,-6.137037,-8.755538,-1.630740,0.213542,0.114552,-0.626999
-13.479580,-6.175199,-8.759637,-1.632227,0.213697,0.114365,-0.627746
-13.441958,-6.213322,-8.763597,-1.633771,0.213847,0.114175,-0.628488
-13.404028,-6.251405,-8.767417,-1.635371,0.213995,0.113983,-0.629224
-13.365790,-6.289449,-8.771096,-1.637028,0.214138,0.113787,-0.629954
-13.327247,-6.327451,-8.774636,-1.638741,0.214277,0.113589,-0.630679
-13.288398,-6.365410,-8.778035,-1.640511,0.214413,0.113388,-0.631399
-13.249246,-6.403327,-8.781293,-1.642338,0.214544,0.113185,-0.632112
-13.209792,-6.441201,-8.784411,-1.644222,0.214672,0.112979,-0.632821
-13.170036,-6.479029,-8.787387,-1.646163,0.214795,0.112770,-0.633523
-13.129980,-6.516812,-8.790222,-1.648161,0.214915,0.112558,-0.634220
-13.089626,-6.554548,-8.792916,-1.650215,0.215030,0.112344,-0.634911
-13.048974,-6.592238,-8.795468,-1.652327,0.215142,0.112127,-0.635596
-13.008026,-6.629879,-8.797879,-1.654495,0.215250,0.111907,-0.636276
-12.966783,-6.667471,-8.800148,-1.656720,0.215353,0.111685,-0.636950
-12.925246,-6.705013,-8.802275,-1.659002,0.215453,0.111460,-0.637618
-12.883417,-6.742504,-8.804259,-1.661341,0.215548,0.111232,-0.638280
-12.841297,-6.779944,-8.806102,-1.663737,0.215640,0.111002,-0.638936
-12.798888,-6.817331,-8.807802,-1.666190,0.215727,0.110769,-0.639587
-12.756190,-6.854665,-8.809359,-1.668700,0.215810,0.110534,-0.640231
-12.713205,-6.891945,-8.810774,-1.671266,0.215889,0.110296,-0.640870
-12.669935,-6.929170,-8.812046,-1.673889,0.215965,0.110056,-0.641502
-12.626381,-6.966338,-8.813175,-1.676569,0.216036,0.109813,-0.642129
-12.582544,-7.003450,-8.814161,-1.679306,0.216102,0.109567,-0.642749
-12.538425,-7.040504,-8.815003,-1.682099,0.216165,0.109319,-0.643364
-12.494027,-7.077499,-8.815703,-1.684949,0.216224,0.109069,-0.643972
-12.449350,-7.114435,-8.816259,-1.687856,0.216278,0.108816,-0.644575
-12.404397,-7.151310,-8.816672,-1.690819,0.216328,0.108560,-0.645171
-12.359168,-7.188125,-8.816942,-1.693838,0.216374,0.108302,-0.645761
-12.313665,-7.224877,-8.817068,-1.696914,0.216416,0.108042,-0.646344
-12.267889,-7.261566,-8.817050,-1.700046,0.216454,0.107779,-0.646922
-12.221843,-7.298192,-8.816888,-1.703235,0.216487,0.107514,-0.647493
-12.175527,-7.334752,-8.816583,-1.706479,0.216516,0.107246,-0.648058
-12.128943,-7.371248,-8.816134,-1.709780,0.216541,0.106976,-0.648617
-12.082094,-7.407676,-8.815542,-1.713136,0.216562,0.106704,-0.649170
-12.034979,-7.444038,-8.814805,-1.716549,0.216578,0.106429,-0.649716
-11.987601,-7.480331,-8.813924,-1.720017,0.216591,0.106152,-0.650255
-11.939962,-7.516555,-8.812900,-1.723541,0.216598,0.105873,-0.650789
-11.892063,-7.552710,-8.811732,-1.727120,0.216602,0.105591,-0.651316
-11.843905,-7.588793,-8.810419,-1.730755,0.216601,0.105307,-0.651836
-11.795491,-7.624806,-8.808963,-1.734445,0.216596,0.105020,-0.652350
-11.746822,-7.660745,-8.807363,-1.738191,0.216587,0.104732,-0.652858
-11.697900,-7.696611,-8.805618,-1.741992,0.216574,0.104441,-0.653359
-11.648726,-7.732404,-8.803730,-1.745847,0.216556,0.104148,-0.653854
-11.599301,-7.768121,-8.801698,-1.749758,0.216533,0.103852,-0.654342
-11.549629,-7.803762,-8.799522,-1.753723,0.216507,0.103554,-0.654823
-11.499710,-7.839326,-8.797202,-1.757743,0.216476,0.103255,-0.655298
-11.449546,-7.874813,-8.794738,-1.761817,0.216441,0.102953,-0.655766
-11.399140,-7.910222,-8.792130,-1.765945,0.216401,0.102648,-0.656228
-11.348492,-7.945551,-8.789379,-1.770128,0.216357,0.102342,-0.656683
-11.297604,-7.980800,-8.786484,-1.774364,0.216309,0.102034,-0.657131
-11.246478,-8.015968,-8.783445,-1.778655,0.216256,0.101723,-0.657573
-11.195117,-8.051054,-8.780262,-1.782999,0.216199,0.101410,-0.658008
-11.143521,-8.086058,-8.776936,-1.787397,0.216137,0.101095,-0.658436
-11.091693,-8.120978,-8.773467,-1.791847,0.216071,0.100778,-0.658857
-11.039634,-8.155814,-8.769854,-1.796351,0.216001,0.100460,-0.659272
-10.987347,-8.190564,-8.766098,-1.800908,0.215926,0.100138,-0.659679
-10.934833,-8.225229,-8.762199,-1.805518,0.215847,0.099815,-0.660080
-10.882093,-8.259807,-8.758156,-1.810181,0.215764,0.099490,-0.660474
-10.829131,-8.294297,-8.753971,-1.814895,0.215676,0.099163,-0.660862
-10.775947,-8.328699,-8.749643,-1.819662,0.215583,0.098834,-0.661242
-10.722544,-8.363012,-8.745172,-1.824481,0.215486,0.098503,-0.661615
-10.668923,-8.397234,-8.740559,-1.829352,0.215385,0.098170,-0.661982
-10.615087,-8.431366,-8.735803,-1.834275,0.215279,0.097835,-0.662341
-10.561038,-8.465405,-8.730904,-1.839249,0.215169,0.097499,-0.662694
-10.506776,-8.499353,-8.725864,-1.844274,0.215055,0.097160,-0.663040
-10.452305,-8.533207,-8.720682,-1.849350,0.214936,0.096819,-0.663378
-10.397626,-8.566967,-8.715357,-1.854476,0.214812,0.096477,-0.663710
-10.342741,-8.600632,-8.709891,-1.859654,0.214684,0.096132,-0.664034
-10.287653,-8.634201,-8.704284,-1.864881,0.214552,0.095786,-0.664352
-10.232363,-8.667674,-8.698535,-1.870159,0.214415,0.095438,-0.664662
-10.176872,-8.701049,-8.692645,-1.875487,0.214274,0.095088,-0.664966
-10.121184,-8.734326,-8.686615,-1.880864,0.214128,0.094737,-0.665262
-10.065301,-8.767505,-8.680443,-1.886290,0.213977,0.094384,-0.665551
-10.009223,-8.800583,-8.674131,-1.891766,0.213823,0.094028,-0.665833
-9.952954,-8.833562,-8.667678,-1.897290,0.213664,0.093672,-0.666108
-9.896495,-8.866439,-8.661086,-1.902863,0.213500,0.093313,-0.666375
-9.839849,-8.899214,-8.654354,-1.908485,0.213332,0.092953,-0.666636
-9.783017,-8.931886,-8.647482,-1.914154,0.213159,0.092591,-0.666889
-9.726001,-8.964455,-8.640470,-1.919871,0.212982,0.092227,-0.667135
-9.668805,-8.996919,-8.633320,-1.925636,0.212800,0.091862,-0.667374
-9.611429,-9.029279,-8.626030,-1.931449,0.212614,0.091495,-0.667606
-9.553876,-9.061532,-8.618603,-1.937308,0.212424,0.091127,-0.667830
-9.496148,-9.093679,-8.611036,-1.943214,0.212229,0.090757,-0.668047
-9.438247,-9.125719,-8.603332,-1.949167,0.212030,0.090385,-0.668257
-9.380175,-9.157651,-8.595490,-1.955165,0.211826,0.090012,-0.668460
-9.321935,-9.189474,-8.587510,-1.961210,0.211617,0.089637,-0.668655
-9.263528,-9.221187,-8.579393,-1.967300,0.211404,0.089261,-0.668843
